name@id@get_absolute_url@offer_tag@rounded_up_unit_price_ui@rounded_up_unit_price@rating@description@images@video
https://www.clovia.com/product/cotton-non-padded-non-wired-full-cup-bra-red-1@Supportz Non-Padded Non-Wired Full Cup Bra in Red - Cotton@47785@https://www.clovia.com/product//product/cotton-non-padded-non-wired-full-cup-bra-red-1/@58%@249@237@[4.5, 4.2]@Made from soft polycotton fabric, this red-coloured bra is suitable for casual everyday use. This non-padded and non-wired bra is fitted with full cups that offer optimum coverage. The extended fabric on its straps and the soft elastic band running along its neckline and armholes provide you with utmost comfort. The cotton inner lining at its cups ensures soft feel throughout the day. The hook-and-eye closure promises a great fitting. Also, contrast fabric at the centre gore and side underbust make it look more stylish and trendy.@['https://image.clovia.com/media/images/clovia-picture-cotton-non-padded-non-wired-full-cup-bra-red-1-405168.jpg', 'https://image.clovia.com/media/images/clovia-picture-cotton-non-padded-non-wired-full-cup-bra-red-1-413592.jpg', 'https://image.clovia.com/media/images/clovia-picture-cotton-non-padded-non-wired-full-cup-bra-red-1-872844.jpg', 'https://image.clovia.com/media/images/clovia-picture-cotton-non-padded-non-wired-full-cup-bra-red-1-490211.jpg', 'https://image.clovia.com/media/images/clovia-picture-cotton-non-padded-non-wired-full-cup-bra-red-1-462644.JPG', None]@https://image.clovia.com/media/uploads/products/details/BR0740P04/BR0740P04.mp4
https://www.clovia.com/product/non-padded-non-wired-full-cup-t-shirt-bra-in-black-cotton-rich-1@Non-Padded Non-Wired Full Cup T-shirt Bra in Black - Cotton Rich@234484@https://www.clovia.com/product//product/non-padded-non-wired-full-cup-t-shirt-bra-in-black-cotton-rich-1/@58%@249@237@[4.5, 4.2]@Black T-shirt bra with non-padded cups to avoid extra bulk.Crafted with comfortable & breathable cotton-rich fabric.Non-wired cups for a poke-free experience.Double layered cups to protect modesty.Full coverage cups for no top or side spillage.Adjustable straps for a snug fit.Seamless cups for a smooth finish under fitted tops.Cute bow at the centre for embellishment.Double hook & eye enclosures in smaller cups and triple hook & eye enclosures in bigger cups.@['https://image.clovia.com/media/images/clovia-picture-non-padded-non-wired-full-cup-t-shirt-bra-in-black-cotton-rich-1-538419.jpg', 'https://image.clovia.com/media/images/clovia-picture-non-padded-non-wired-full-cup-t-shirt-bra-in-black-cotton-rich-1-593190.jpg', 'https://image.clovia.com/media/images/clovia-picture-non-padded-non-wired-full-cup-t-shirt-bra-in-black-cotton-rich-1-375645.jpg', 'https://image.clovia.com/media/images/clovia-picture-non-padded-non-wired-full-cup-t-shirt-bra-in-black-cotton-rich-1-108353.jpg', 'https://image.clovia.com/media/images/clovia-picture-non-padded-non-wired-full-cup-t-shirt-bra-in-black-cotton-rich-1-472321.jpg', 'https://image.clovia.com/media/images/clovia-picture-non-padded-non-wired-full-cup-t-shirt-bra-in-black-cotton-rich-1-788115.jpg', None]@https://image.clovia.com/media/uploads/products/details/BR0636P13/BR0636P13.mp4
https://www.clovia.com/product/cotton-rich-lightly-padded-non-wired-multiway-t-shirt-bra-1@Lightly Padded Non-Wired Full Cup Multiway T-shirt Bra in Cream Colour - Cotton Rich@111854@https://www.clovia.com/product//product/cotton-rich-lightly-padded-non-wired-multiway-t-shirt-bra-1/@68%@249@237@[4.5, 4.1]@Cream colour T-shirt bra with lightly padded cups to protect modesty.Crafted with comfortable & breathable cotton rich fabric.Full coverage cups for no top or side spillage.Non-wired cups for poke free experience.Double layered cups to conceal nipple show.Seamless cups for smooth finish under fitted cups.Adjustable straps for snug fit.Cute bow at the centre for embellishment.Secured with double hook & eye enclosures at the back.@['https://image.clovia.com/media/images/clovia-picture-cotton-rich-lightly-padded-non-wired-multiway-t-shirt-bra-1-448069.jpg', 'https://image.clovia.com/media/images/clovia-picture-cotton-rich-lightly-padded-non-wired-multiway-t-shirt-bra-1-104399.jpg', 'https://image.clovia.com/media/images/clovia-picture-cotton-rich-lightly-padded-non-wired-multiway-t-shirt-bra-1-685802.jpg', 'https://image.clovia.com/media/images/clovia-picture-cotton-rich-lightly-padded-non-wired-multiway-t-shirt-bra-1-831456.jpg', 'https://image.clovia.com/media/images/clovia-picture-cotton-rich-lightly-padded-non-wired-multiway-t-shirt-bra-1-687079.jpg', 'https://image.clovia.com/media/images/clovia-picture-cotton-rich-lightly-padded-non-wired-multiway-t-shirt-bra-1-459521.jpg']@
https://www.clovia.com/product/cotton-rich-padded-non-wired-spacer-cup-t-shirt-bra@Flair Non-Wired Full Coverage Spacer Cup T-Shirt Bra in Maroon - Cotton Rich@100730@https://www.clovia.com/product//product/cotton-rich-padded-non-wired-spacer-cup-t-shirt-bra/@72%@249@237@[4.6, 4.4]@"This maroon T-shirt bra is crafted with soft poly rich fabric, which makes it ideal for everyday wear.
It has seamless spacer cups that are very light and fits snugly. 
These cups help in avoiding any gaping and nipple show. 
The non-wired cups offer a poke-free experience.
It has exquisite lace on the side wings and centre gore for a pretty look. 
The full coverage cups with a high centre gore prevent top & side spillage. 
