Name,Dease_URL,Dease_image
Herpes simplex images,https://dermnetnz.org/topics/herpes-simplex-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2881__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Herpes zoster images,https://dermnetnz.org/topics/herpes-zoster-images/?stage=Live,https://dermnetnz.org/assets/Uploads/zoster-14-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Hidradenitis suppurativa images,https://dermnetnz.org/topics/hidradenitis-suppurativa-images/?stage=Live,https://dermnetnz.org/assets/Uploads/hs-axilla-54__FocusFillWzE1MCwxMTAsInkiLDFd.JPG
Hidrocystoma images,https://dermnetnz.org/topics/hidrocystoma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/hidrocystoma-3__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Ichthyosis images,https://dermnetnz.org/topics/ichthyosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/ichthyosis-25-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Papular acrodermatitis of childhood images,https://dermnetnz.org/topics/infantile-papular-acrodermatitis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/gcs09-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Immunological disorder images,https://dermnetnz.org/image-catalogue/immunological-disorder-images/?stage=Live,https://dermnetnz.org/assets/Uploads/htrophicle-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Impetigo images,https://dermnetnz.org/images/impetigo-images/?stage=Live,https://dermnetnz.org/assets/Uploads/impet8-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Intraepidermal carcinoma images,https://dermnetnz.org/topics/intraepidermal-carcinoma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/2916__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Infantile acne images,https://dermnetnz.org/topics/infantile-acne-images/?stage=Live,https://dermnetnz.org/assets/Uploads/infantile-acne1-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Insect bite images,https://dermnetnz.org/topics/insect-bite-images/?stage=Live,https://dermnetnz.org/assets/Uploads/bites-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Juvenile plantar dermatosis images,https://dermnetnz.org/topics/juvenile-plantar-dermatosis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/jpd10-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Kaposi sarcoma images,https://dermnetnz.org/topics/kaposi-sarcoma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/plaque2__FocusFillWzE1MCwxMTAsIngiLDZd.jpg
Keloid images,https://dermnetnz.org/images/keloid-images/?stage=Live,https://dermnetnz.org/assets/Uploads/keloid22-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Keratoacanthoma images,https://dermnetnz.org/topics/keratoacanthoma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3001__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Keratosis pilaris images,https://dermnetnz.org/topics/keratosis-pilaris-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3014__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Kerion images,https://dermnetnz.org/topics/kerion-images/?stage=Live,https://dermnetnz.org/assets/Uploads/kerion09-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Labial fusion images,https://dermnetnz.org/topics/labial-fusion-images/?stage=Live,https://dermnetnz.org/assets/Uploads/labial-fusion05-s__FocusFillWzE1MCwxMTAsInkiLDUwXQ.jpg
Leg ulcer images,https://dermnetnz.org/topics/leg-ulcer-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3061__FocusFillWzE1MCwxMTAsInkiLDQ1XQ.jpg
Lentigo images,https://dermnetnz.org/topics/lentigo-images/?stage=Live,https://dermnetnz.org/assets/Uploads/lentigo10-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Lentigo maligna and lentigo maligna melanoma images,https://dermnetnz.org/images/lentigo-maligna-melanoma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/lmm5-big2__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
"Lesion, tumour and cancer images",https://dermnetnz.org/image-catalogue/lesion-tumour-and-cancer-images/?stage=Live,https://dermnetnz.org/assets/Uploads/ep-n5-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Lichen planus images,https://dermnetnz.org/images/lichen-planus-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3078__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Nail lichen planus images,https://dermnetnz.org/images/nail-lichen-planus-images/?stage=Live,https://dermnetnz.org/assets/Uploads/lichen-planus-matrix-2-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
,https://dermnetnz.org/?stage=Live,https://dermnetnz.org/assets/Uploads/3118__FocusFillWzE1MCwxMTAsIngiLDdd.jpg
Measles images,https://dermnetnz.org/topics/measles-images/?stage=Live,https://dermnetnz.org/assets/Uploads/measles10-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Melanoma in situ images,https://dermnetnz.org/topics/melanoma-in-situ-images/?stage=Live,https://dermnetnz.org/assets/Uploads/alm17__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Melanoma of nail unit images,https://dermnetnz.org/topics/melanoma-of-nail-unit-images/?stage=Live,https://dermnetnz.org/assets/Uploads/melanoma-s2__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Melanonychia images,https://dermnetnz.org/topics/melanonychia-images/?stage=Live,https://dermnetnz.org/assets/Uploads/melanonychia-08-s__FocusFillWzE1MCwxMTAsInkiLDBd.jpg
Melasma images,https://dermnetnz.org/topics/melasma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3130__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Metastatic melanoma images,https://dermnetnz.org/topics/metastatic-melanoma-images/?stage=Live,https://dermnetnz.org/assets/Uploads/metastatic-melanoma-008__FocusFillWzE1MCwxMTAsIngiLDdd.JPG
Milia images,https://dermnetnz.org/topics/milia-images/?stage=Live,https://dermnetnz.org/assets/Uploads/milia-18__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Normal mole images,https://dermnetnz.org/topics/mole-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3180__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
Molluscum contagiosum images,https://dermnetnz.org/topics/molluscum-contagiosum-images/?stage=Live,https://dermnetnz.org/assets/Uploads/molluscum50-s__FocusFillWzE1MCwxMTAsInkiLDBd.jpg
Morphoea images,https://dermnetnz.org/topics/morphoea-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3193__FocusFillWzE1MCwxMTAsInkiLDIwXQ.jpg
Nail psoriasis images,https://dermnetnz.org/topics/nail-psoriasis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/3227__FocusFillWzE1MCwxMTAsInkiLDIwXQ.jpg
Necrotising fasciitis images,https://dermnetnz.org/topics/necrotising-fasciitis-images/?stage=Live,https://dermnetnz.org/assets/Uploads/nec-fas9-s__FocusFillWzE1MCwxMTAsInkiLDFd.jpg
